text,coarse_label,fine_label,label,source_line
how much can a person be fined for having a dog on a beach ?,NUM,money,5,4297
what shape-shifting menace did rom come to earth to fight ?,ENTY,other,2,5214
what 19th-century writer had a country estate on the hudson dubbed sunnyside ?,HUM,ind,3,731
what gate opened on east and west berlin ?,LOC,other,4,3004
how many seats does the batmobile sport ?,NUM,count,5,2816
when did the carolingian period begin ?,NUM,date,5,2846
what did the gas house gang play ?,ENTY,other,2,1214
what caused the division between the anglicans and the vatican ?,DESC,reason,1,5187
what russian seaport has a name meaning `` lord of the east '' ?,LOC,city,4,2995
how many flavors of ice cream does howard johnson 's have ?,NUM,count,5,4633
what 's an easy way to count the approximate number of fish in a lake ?,ENTY,techmeth,2,1939
what 's the middle name of movie producer joseph e. levine ?,HUM,ind,3,5338
what is a fear of drinking ?,ENTY,dismed,2,2455
when did mount st. helens last erupt ?,NUM,date,5,3672
what south american capital is the world 's highest ?,LOC,city,4,2518
who starred in singing in the rain and the singing nun ?,HUM,ind,3,75
which language has the most words ?,ENTY,lang,2,2193
when was yemen reunified ?,NUM,date,5,1711
what country has the port of haifa ?,LOC,country,4,2598
who was the only person convicted in the my lai massacre ?,HUM,ind,3,5372
how do i find out about jobs ?,DESC,manner,1,1038
who is charles lindbergh ?,HUM,desc,3,4059
why is the development of space so important ?,DESC,reason,1,2874
saddam hussein was compared to whom by president bush ?,HUM,ind,3,2322
what is a cake of soap ?,DESC,def,1,3295
what is the largest natural lake in pennsylvania ?,LOC,other,4,1499
how do you clean badly tarnished brass ?,DESC,manner,1,3783
what is celebrated during the week of february 21-27 ?,ENTY,event,2,1977
how is the element strontium purified ?,DESC,manner,1,1572
"what became the biggest cash crop in the u.s. in 1983 , surpassing corn ?",ENTY,food,2,2668
where can i find information on the cyclone that hit new jersey on 8/28/1941 ?,LOC,other,4,1221
which country is australia 's largest export market ?,LOC,country,4,686
who is the prime minister of japan ?,HUM,ind,3,2965
what is the difference between ninjitsu and kung fu ?,DESC,desc,1,4759
why do they call it a `` funny bone '' ?,DESC,reason,1,3664
what does a tarantula eat ?,ENTY,food,2,1585
what country do the galapagos islands belong to ?,LOC,country,4,51
when did nostradamus believe world war iii would begin ?,NUM,date,5,2556
what are the top 5 tallest buildings in the world ?,LOC,other,4,4514
who won the rugby world cup in ?,HUM,ind,3,4069
who was the lawyer for randy craft ?,HUM,ind,3,4394
what is the most popular last name ?,HUM,ind,3,5144
what 's the difference between j.d. and ll.m. ?,DESC,desc,1,1643
why do the chickenpoxs last so long ?,DESC,reason,1,2413
who invented the road traffic cone ?,HUM,ind,3,2479
what is a fear of touching ?,ENTY,dismed,2,2442
what exactly is the purpose of the anteater ?,DESC,reason,1,4836
ray charles is best known for playing what instrument ?,ENTY,instru,2,3191
how can someone become a federal agent ?,DESC,manner,1,1648
what does msg stand for ?,ABBR,exp,0,3299
"who was the bandleader mentor of ella fitzgerald with whom she cowrote `` a_tisket , a-tasket '' ?",HUM,ind,3,4564
what was simple simon fishing for in his mother 's pail ?,ENTY,other,2,3985
how many men died building the mackinaw bridge ?,NUM,count,5,5350
which gender has bigger thighs ?,ENTY,other,2,1490
how long does it take for spider-man 's web to evaporate ?,NUM,period,5,501
what river runs through liverpool ?,LOC,other,4,3054
how many points is a bullseye worth in darts ?,NUM,count,5,3761
"in beetle bailey , can you name sarge 's dog ?",ENTY,animal,2,4422
how many pins are used in skittles ?,NUM,count,5,4072
how can i find out what year a beanie baby was introduced ?,DESC,manner,1,267
what 's a perfect score in a gymnastics exercise ?,NUM,other,5,2060
how long ago was the roe vs. wade decision by the supreme court ?,NUM,period,5,4481
what 's the home of the rockettes ?,LOC,other,4,1475
what is the temperature for baking peachy oat muffins ?,NUM,temp,5,564
who was the author of the famous fairy tale `` snow white and seven dwarfs '' ?,HUM,ind,3,2719
in the past 8 years who have the mvp players for the nhl been ?,HUM,ind,3,3539
how did socrates die ?,DESC,manner,1,4228
"where is hearst castle , built by publisher william randolph hearst ?",LOC,other,4,1300
what movie did madilyn kahn star in with gene wilder ?,ENTY,cremat,2,485
what is the definition of spamming ?,DESC,def,1,4103
where is the loop ?,LOC,other,4,61
what city does orly airport serve ?,LOC,city,4,3807
how often are brain cells replaced ?,NUM,count,5,4520
how much does a poodle weigh ?,NUM,weight,5,2654
how do i write to my congressman ?,DESC,manner,1,1775
what famous british actor lost his voice after an operation in 1966 ?,HUM,ind,3,3055
what kind of patent did ermal fraze get in 1963 ?,ENTY,other,2,1487
what company was the original sponsor of tv 's superman ?,HUM,gr,3,1309
what is the executor in a will ?,DESC,def,1,1101
how can anyone tell if a female had sexual intercourse ?,DESC,manner,1,1580
why are there no white lines on pro footballs ?,DESC,reason,1,2904
what knighted actor narrates tv 's the world at war ?,HUM,ind,3,3899
who 's the lead singer of the led zeppelin band ?,HUM,ind,3,4800
what european country is home to the beer-producing city of budweis ?,LOC,country,4,289
what were the first words spoken on a film sound track ?,DESC,desc,1,3207
what stereo manufacturer is `` slightly ahead of its time '' ?,HUM,gr,3,488
what 's the american dollar equivalent for 8 pounds in the u.k. ?,NUM,count,5,4525
"what country , after canada and mexico , is closest to the u.s. ?",LOC,country,4,2218
what is the origin of the word `` mind '' ?,DESC,desc,1,1157
how many questions do you have on your database ?,NUM,count,5,1332
define cosmology .,DESC,def,1,1296
what is the geographical center of the us including alaska and hawaii ?,LOC,other,4,2581
where do rocks come from ?,DESC,desc,1,554
how many objects orbit the earth ?,NUM,count,5,4719
when was the first practical commercial typewriter marketed ?,NUM,date,5,3870
"what product `` doubles your pleasure , doubles your fun '' ?",ENTY,product,2,3016
what developed a crack in 1835 while tolling the death of u.s. chief justice john marshall ?,ENTY,other,2,2019
how many people was randy craft convicted of killing ?,NUM,count,5,1778
how do you say `` eat the day '' in latin ?,ENTY,termeq,2,4039
how long do hermit crabs live ?,NUM,period,5,2732
what hermann hesse book gave its name to a rock group ?,ENTY,cremat,2,1505
what does gringo mean ?,DESC,def,1,189
what civil war general wreaked havoc on the south by marching through georgia on his way to the sea ?,HUM,ind,3,2250
what is the average life expectancy of a male in ireland in 1996 ?,NUM,period,5,2464
what nationality is pope john paul ii ?,LOC,country,4,3106
"the italian artist , maurizio pellegrin , is how old ?",NUM,period,5,798
who was the president of vichy france ?,HUM,ind,3,2781
when did spielberg direct `` jaws '' ?,NUM,date,5,283
what is a fear of passing high objects ?,ENTY,dismed,2,680
cpr is the abbreviation for what ?,ABBR,exp,0,5068
when is a woman most fertile ?,NUM,date,5,3017
who wrote ` the pines of rome ' ?,HUM,ind,3,2202
what is a fear of parasites ?,ENTY,dismed,2,688
define spumante .,DESC,def,1,5012
what were first used by john l. sullivan and james j. corbett in 1892 ?,ENTY,other,2,4196
what is the difference between college and graduate school ?,DESC,desc,1,2514
"what year did degas create the bronze sculpture , `` fourth position front ? ''",NUM,date,5,1657
"what john steinbeck novel portrays the joad family , driven from the oklahoma dustbowl ?",ENTY,cremat,2,2751
garry kasparov plays what game ?,ENTY,sport,2,2653
what is the origin of the word `` amen '' ?,DESC,desc,1,3081
what people make up half the soviet union 's population ?,HUM,gr,3,5436
what are the alveoli ?,DESC,def,1,2014
where are the union stockyards ?,LOC,other,4,2207
what is a leper ?,DESC,def,1,3565
which magazine is `` fine entertainment for men '' ?,ENTY,cremat,2,5363
what is the only primate to lack pigment in the palms of its hands ?,ENTY,animal,2,2418
what tom wolfe book is about the mercury astronauts ?,ENTY,cremat,2,3582
what is the function of ram ?,DESC,reason,1,385
what city did the mormons establish as their headquarters in 1847 ?,LOC,city,4,2624
what is a fear of night or darkness ?,ENTY,dismed,2,4530
who was thucydides ?,HUM,desc,3,1571
which vietnamese terrorist is now a un delegate in doonesbury ?,HUM,ind,3,1528
what georgia town did scarlett o 'hara condemn as being full of pushy people ?,LOC,city,4,4256
"what islands got their name from the spanish baja mar , meaning shallow water ?",LOC,other,4,2035
what colors make up a rainbow ?,ENTY,color,2,3180
who are the top 10 richest people in the world ?,HUM,ind,3,4995
what countries have the most auto thefts ?,LOC,country,4,3827
what century 's the setting for tv 's the adventures of robin hood ?,NUM,date,5,3568
how old was lucille ball when the show `` i love lucy '' premiered ?,NUM,period,5,3757
what shakespeare play opens with the line : `` now is the winter of our discontent.. . '' ?,ENTY,cremat,2,4938
what articles of clothing are tokens in monopoly ?,ENTY,other,2,22
where is ocho rios ?,LOC,other,4,1338
why was muhammad ali stripped of his title and barred from boxing in 1967 ?,DESC,reason,1,1385
what do camels store in their humps ?,ENTY,other,2,1603
what is the meaning of `` subaru ? '',DESC,def,1,3613
about how many soldiers died in world war ii ?,NUM,count,5,3451
what is the average time to kiss somene ?,NUM,period,5,3811
what country has the largest sheep population ?,LOC,country,4,515
where is webster university ?,LOC,other,4,3974
how old is bernadette peters ?,NUM,period,5,2298
what foods contain the most protein ?,ENTY,food,2,2042
what state is mount mckinley in ?,LOC,state,4,2428
"which mammal lives , breeds , eats , and sleeps underground ?",ENTY,animal,2,4079
how much could you rent a volkswagen bug for in 1966 ?,NUM,money,5,4925
how do you identify prime numbers ?,DESC,manner,1,2694
how would someone go about becoming an organ donor ?,DESC,manner,1,1656
what 's the american dollar equivalent for 8 pounds in the u.k. ?,NUM,count,5,348
"why do some jets have a vapor trail , and others do not ?",DESC,reason,1,5139
"what country has the most time zones , with 11 ?",LOC,country,4,523
what product on the market is good for hiding facial scars ?,ENTY,product,2,536
what information can you tell me about actor james cromwell ?,HUM,desc,3,2126
what was the distinguishing mark on the `` little rascals '' dog ?,ENTY,symbol,2,1535
"what kind of creatures are black , yellow , and brown bullheads ?",ENTY,animal,2,4952
name the food company that traveled to soviet georgia to film a series of ads .,HUM,gr,3,1408
"which came first , according to genesis 1 : 2 : 22 - the chicken or the egg ?",ENTY,animal,2,298
where are some great educational resources for parents and teachers ?,LOC,other,4,3110
where does the santa fe trail begin and end ?,LOC,other,4,1506
what video game hero do some of his fans call chomper ?,HUM,ind,3,597
what snack food has ridges ?,ENTY,food,2,4538
what is the population of the united states ?,NUM,other,5,4101
name the university of which woodrow wilson was president .,HUM,gr,3,1370
what is a geoscientist ?,DESC,def,1,3616
what are the odds of giving birth to twins ?,NUM,perc,5,1498
what was the chivington massacre ?,DESC,def,1,950
which city has the oldest relationship as a sisterðcity with los angeles ?,LOC,city,4,66
what does robert mean ?,DESC,def,1,5120
when did the dow first reach ?,NUM,date,5,865
who portrayed carl bernstein in all the president 's men ?,HUM,ind,3,2918
what was the first lifesaver flavor ?,ENTY,food,2,491
what 's a male witch called ?,ENTY,termeq,2,3166
what famous husband-and-wife team did radio ads for blue nun wine ?,HUM,ind,3,5029
how can i find a phone number of someone if i only know their email address ?,DESC,manner,1,677
when was the first barbie produced ?,NUM,date,5,2092
what hollywood dog died in the arms of jean harlow in 1932 ?,ENTY,animal,2,134
where do lobsters like to live ?,LOC,other,4,4764
aspartame is known by what other name ?,ENTY,termeq,2,1874
what is the frequency of vhf ?,NUM,other,5,4735
what is the speed of the mississippi river ?,NUM,speed,5,370
what mustachioed comedian portrayed frankie in north to alaska ?,HUM,ind,3,1394
who is the voyager project manager ?,HUM,ind,3,1468
what makes hamburgers taste like steakburgers ?,DESC,reason,1,209
by how much will the california state gas tax rise by the year 2000 ?,NUM,money,5,3744
what are the five richest countries in the world ?,LOC,country,4,4388
